
pl_name,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-852 b,0.265400,2.540,1.16,1619.0300000
Kepler-853 b,0.077900,1.690,1.55,568.6760000
Kepler-855 b,0.076200,8.350,1.03,1506.5800000
Kepler-856 b,0.078700,9.300,0.93,1351.1700000
Kepler-857 b,0.375100,6.800,0.99,983.5020000
Kepler-858 b,0.340300,4.870,0.91,298.5320000
Kepler-859 b,0.134500,3.090,0.77,839.9030000
Kepler-860 b,0.058000,3.240,1.06,1056.3600000
Kepler-861 b,0.046300,2.280,0.78,850.3270000
Kepler-862 b,0.039000,2.210,0.84,1039.0300000
Kepler-863 b,0.122000,2.900,0.95,1499.6600000
Kepler-864 b,0.068700,2.400,1.00,2022.9000000
Kepler-864 c,0.038200,1.620,1.20,2022.9000000
Kepler-865 b,0.105700,2.490,0.92,586.1370000
Kepler-865 c,0.061000,0.890,0.89,586.1370000
Kepler-866 b,0.033100,1.630,0.71,646.6670000
Kepler-867 b,0.537500,4.640,0.91,1195.5400000
Kepler-868 b,0.057500,2.050,0.89,1593.1300000
Kepler-869 b,0.224400,3.610,0.95,939.4550000
Kepler-87 b,0.481000,13.490,1.82,1232.9000000
Kepler-87 c,0.676000,6.140,1.82,1232.9000000
Kepler-870 b,0.153900,2.780,1.02,1259.4600000
Kepler-871 b,0.157200,3.740,1.14,1976.0500000
Kepler-872 b,0.036200,1.990,1.08,879.6830000
Kepler-873 b,0.154200,3.750,1.27,1182.2200000
Kepler-874 b,0.223400,3.940,1.13,1082.1600000
Kepler-875 b,0.177100,2.900,1.11,1242.6200000
Kepler-876 b,0.054900,1.430,0.77,820.9130000
Kepler-877 b,0.130100,2.120,0.81,602.1760000
Kepler-878 b,0.165000,1.930,0.77,791.6250000
Kepler-879 b,0.201200,2.570,1.02,802.6720000
Kepler-88 d,2.466330,13.100,0.90,376.8630000
Kepler-880 b,0.091500,2.660,1.74,601.3240000
Kepler-880 c,0.121600,2.870,2.60,601.3240000
Kepler-881 b,0.055200,1.780,1.09,1375.1800000
Kepler-882 b,0.044900,1.230,0.87,504.6050000
Kepler-883 b,0.105500,1.780,1.09,627.4550000
Kepler-884 b,0.062200,1.230,0.94,476.7330000
Kepler-885 b,0.143200,2.500,1.35,651.3180000
Kepler-886 b,0.067000,1.520,1.16,711.2970000
Kepler-887 b,0.153600,1.840,1.29,886.5880000
Kepler-887 c,0.079700,1.130,1.29,886.5880000
Kepler-888 b,0.328000,1.760,0.90,420.8170000
Kepler-889 b,0.049200,1.090,1.25,598.3130000
Kepler-890 b,0.294400,8.890,1.13,1712.1200000
Kepler-891 b,0.288100,6.410,1.07,2340.5800000
Kepler-892 b,0.101500,2.810,0.72,570.7270000
Kepler-893 b,0.069900,3.030,0.99,1285.5900000
Kepler-894 b,0.091600,2.780,0.85,1162.9100000
Kepler-895 b,0.032800,1.540,0.61,540.1340000
Kepler-896 b,0.516400,2.530,0.81,2334.9300000
Kepler-896 c,0.179200,3.150,0.80,2334.9300000
Kepler-897 b,0.077000,2.390,1.04,1519.2500000
Kepler-898 b,0.054500,1.490,0.62,484.8910000
Kepler-899 b,0.139200,2.680,0.91,1246.4300000
Kepler-9 b,0.143000,8.290,0.96,628.2570000
Kepler-9 c,0.227000,8.080,0.96,628.2570000
Kepler-9 d,0.027300,1.640,1.02,628.2570000
Kepler-90 i,0.120138,1.320,1.29,848.2540000
Kepler-900 b,0.067900,2.080,0.73,487.5250000
Kepler-901 b,0.037800,1.370,0.57,253.8670000
Kepler-902 b,0.223000,2.540,0.93,1165.3400000
Kepler-903 b,0.090700,2.010,0.97,1369.2400000
Kepler-903 c,0.302000,2.530,0.97,1369.2400000
Kepler-904 b,0.041700,1.770,1.25,978.1250000
Kepler-905 b,0.057200,1.410,0.86,529.2680000
Kepler-906 b,0.235900,2.110,1.02,757.7910000
Kepler-907 b,0.122500,1.200,1.38,352.0000000
Kepler-908 b,0.024700,1.220,1.12,290.8430000
Kepler-909 b,0.117500,1.470,1.23,309.5960000
Kepler-91 b,0.073100,15.323,6.30,1294.6900000
Kepler-910 b,0.038200,0.820,1.50,400.2890000
Kepler-911 b,0.154900,2.600,1.99,556.1680000
Kepler-912 b,0.033900,2.800,1.11,2004.7200000
Kepler-913 b,0.100900,2.060,0.61,991.6180000
Kepler-913 c,0.069900,3.858,1.80,991.6180000
Kepler-914 b,0.054400,1.380,1.15,753.7230000
Kepler-915 b,0.056600,1.500,1.38,849.0360000
Kepler-916 b,0.188500,1.760,0.81,830.7120000
Kepler-917 b,0.037800,1.910,0.76,3460.5100000
Kepler-918 b,0.056900,1.740,1.14,1025.0300000
Kepler-919 b,0.098100,2.250,1.21,1119.8700000
Kepler-92 b,0.122268,3.510,1.70,477.9920000
Kepler-92 c,0.190427,2.600,1.70,477.9920000
Kepler-92 d,0.286661,2.067,1.82,477.9920000
Kepler-920 b,0.065000,2.420,0.85,1001.6800000
Kepler-920 c,0.402900,3.800,0.85,1001.6800000
Kepler-921 b,0.271600,2.870,0.91,934.4900000
Kepler-922 b,0.018200,1.420,0.93,536.3230000
Kepler-923 b,0.071500,1.380,1.26,1000.2800000
Kepler-924 b,0.335900,3.070,1.23,1053.0400000
Kepler-925 b,0.180500,2.340,0.72,611.1150000
Kepler-926 b,0.273900,2.310,1.01,921.3610000
Kepler-927 b,0.086600,1.720,0.99,831.6850000
Kepler-928 b,0.044400,1.590,0.70,508.8090000
Kepler-929 b,0.019200,1.110,1.02,1311.2300000
Kepler-93 b,0.053430,1.478,0.92,95.9115000
Kepler-93 c,,,0.92,95.9115000
Kepler-930 b,0.347500,2.130,1.40,848.3960000
Kepler-931 b,0.071900,1.330,0.81,490.0000000
Kepler-932 b,0.027900,1.370,0.84,465.6120000
Kepler-933 b,0.104100,2.460,0.84,1017.2000000
Kepler-934 b,0.265800,2.090,0.77,608.7380000
Kepler-935 b,0.052700,1.350,0.73,471.7820000
Kepler-936 b,0.095400,1.450,0.89,823.3990000
Kepler-937 b,0.321400,3.720,1.22,1571.4600000
Kepler-937 c,0.554500,2.670,1.22,1571.4600000
Kepler-938 b,0.268900,2.220,0.89,1182.0500000
Kepler-939 b,0.115300,1.750,0.85,2093.6200000
Kepler-94 b,0.031060,3.510,0.76,191.9040000
Kepler-94 c,1.596807,12.500,0.76,191.9040000
Kepler-940 b,0.305900,3.340,0.96,1260.7800000
Kepler-941 b,0.131100,3.080,0.86,1088.3600000
Kepler-942 b,0.229800,2.130,0.75,216.3540000
Kepler-943 b,0.255900,5.930,0.91,2300.5300000
Kepler-944 b,0.228800,2.630,0.83,1349.4300000
Kepler-945 b,0.203700,2.630,0.97,1651.2500000
Kepler-946 b,0.100200,1.930,0.93,1137.2900000
Kepler-947 b,0.177300,2.280,0.87,1730.7800000
Kepler-948 b,0.074900,1.850,0.94,868.0170000
Kepler-949 b,0.077400,2.910,0.86,486.1050000
Kepler-949 c,0.139400,2.970,0.90,486.1050000
Kepler-95 b,0.102279,3.420,1.41,445.6560000
Kepler-950 b,0.398200,8.980,1.02,2161.6000000
Kepler-951 b,0.309100,5.590,0.73,382.5090000
Kepler-952 b,0.518300,7.650,0.99,1304.2500000
Kepler-953 b,0.392000,4.210,0.99,258.8930000
Kepler-953 c,0.086200,1.190,0.99,258.8930000
Kepler-954 b,0.118000,2.320,0.76,215.8140000
Kepler-955 b,0.108300,3.130,0.84,550.3830000
Kepler-956 b,0.059600,3.000,1.15,544.9390000
Kepler-957 b,0.055900,5.500,0.75,824.6880000
Kepler-958 b,0.085200,2.060,0.86,449.7730000
Kepler-959 b,0.163300,4.380,2.01,807.7290000
Kepler-96 b,0.126039,2.670,1.02,122.8810000
Kepler-960 b,0.041400,2.290,0.72,284.9160000
Kepler-961 b,0.124500,2.550,0.90,574.3140000
Kepler-962 b,0.098400,1.970,0.86,411.4860000
Kepler-963 b,0.084900,2.660,0.87,771.4940000
Kepler-964 b,0.106300,2.120,0.84,454.6260000
Kepler-965 b,0.512000,3.380,1.15,582.8280000
Kepler-966 b,0.390700,4.130,1.02,1027.8000000
Kepler-967 b,0.102700,2.350,0.80,568.5460000
Kepler-967 c,0.625300,3.650,0.80,568.5460000
Kepler-968 b,0.038900,2.000,0.70,290.3240000
Kepler-968 c,0.052000,1.690,0.70,290.3240000
Kepler-969 b,0.202700,2.070,0.82,390.3540000
Kepler-969 c,0.027200,0.990,0.82,390.3540000
Kepler-97 b,0.035618,1.480,0.98,400.9070000
Kepler-97 c,,,0.98,400.9070000
Kepler-970 b,0.139000,2.609,0.71,331.5450000
Kepler-971 b,0.082700,2.130,0.85,338.5220000
Kepler-972 b,0.073400,4.650,1.22,1198.0300000
Kepler-973 b,0.250800,1.960,0.78,328.5200000
Kepler-974 b,0.041900,1.570,0.50,134.3110000
Kepler-975 b,0.030300,1.480,0.75,426.0880000
Kepler-975 c,0.056700,10.690,1.67,426.0880000
Kepler-976 b,0.421700,3.960,0.83,1012.4100000
Kepler-977 b,0.162000,2.620,0.83,568.7510000
Kepler-978 b,0.272600,2.990,1.09,682.5220000
Kepler-979 b,0.075300,2.720,0.83,576.5030000
Kepler-98 b,0.026126,1.990,1.11,350.3150000
Kepler-980 b,0.100500,2.670,1.06,961.4680000
Kepler-981 b,0.053500,2.310,0.96,878.0820000
Kepler-982 b,0.129100,2.250,1.29,801.4790000
Kepler-983 b,0.314800,2.360,1.08,714.4370000
Kepler-984 b,0.232700,2.120,0.93,460.1880000
Kepler-985 b,0.445100,2.980,0.85,679.3610000
Kepler-986 b,0.276000,2.360,0.98,548.3640000
Kepler-987 b,0.423800,3.260,0.91,914.1260000
Kepler-988 b,0.108500,2.070,0.53,304.8890000
Kepler-989 b,0.073400,2.210,0.78,491.9780000
Kepler-99 b,0.050692,1.480,0.73,208.3690000
Kepler-990 b,0.088300,2.600,1.08,802.1630000
Kepler-990 c,0.012700,1.530,1.08,802.1630000
Kepler-991 b,0.310400,2.540,0.61,389.5610000
Kepler-992 b,0.133900,1.620,0.74,259.6390000
Kepler-993 b,0.130000,2.970,0.54,324.4230000
Kepler-994 b,0.017700,1.600,0.54,188.1580000
Kepler-995 b,0.170100,2.700,0.80,609.6380000
Kepler-996 b,0.047400,1.980,1.14,1216.5800000
Kepler-997 b,0.039700,1.360,1.56,467.5680000
Kepler-998 b,0.062600,2.320,1.18,986.3640000
Kepler-999 b,0.068100,2.340,1.65,545.0630000
L 168-9 b,0.020800,1.630,0.60,25.1496000
L 363-38 b,0.048000,2.000,0.27,10.2295000
L 98-59 b,0.021910,0.850,0.30,10.6194000
L 98-59 c,0.030400,1.385,0.30,10.6194000
L 98-59 d,0.048600,1.521,0.30,10.6194000
L 98-59 e,0.071700,1.560,0.30,10.6194000
LHS 1140 b,0.094600,1.730,0.22,14.9861000
LHS 1140 c,0.027000,1.272,0.22,14.9861000
LHS 1478 b,0.018480,1.242,0.25,18.2276000
LHS 1678 b,0.012390,0.685,0.33,19.8782000
LHS 1678 c,0.032700,0.941,0.33,19.8782000
LHS 1678 d,0.040000,0.981,0.33,19.8782000
LHS 1815 b,0.040400,1.088,0.50,29.8424000
LHS 3154 b,0.022620,3.690,0.14,15.7606000
LHS 3844 b,0.006220,1.303,0.19,14.8846000
LHS 475 b,0.020370,0.991,0.28,12.4814000
LP 714-47 b,0.041700,4.700,0.58,52.6160000
LP 791-18 b,0.009780,1.212,0.18,26.4927000
LP 791-18 c,0.029610,2.438,0.18,26.4927000
LP 791-18 d,0.019920,1.032,0.18,26.4927000
LP 890-9 b,0.018750,1.320,0.16,32.4298000
LP 890-9 c,0.039840,1.367,0.16,32.4298000
LSPM J2116+0234 b,0.087600,3.710,0.43,17.6297000
LTT 1445 A b,0.022000,1.180,0.27,6.8692900
LTT 1445 A c,0.026610,1.147,0.27,6.8692900
LTT 3780 b,0.011950,1.325,0.38,21.9814000
LTT 3780 c,0.075700,2.390,0.38,21.9814000
LTT 9779 b,0.016790,4.720,0.95,80.4373000
LkCa 15 b,14.700000,,1.61,158.1520000
LkCa 15 c,18.600000,,1.61,158.1520000
Luhman 16 b,3.520000,11.900,,
Lupus-TR-3 b,0.046400,9.976,0.82,773.4090000
M62H b,,,,
MASCARA-1 b,0.040352,17.901,2.08,182.2730000
MASCARA-4 b,0.047000,17.150,1.92,170.6960000
MOA-2007-BLG-192L b,0.620000,1.630,,1000.0000000
MOA-2007-BLG-400L b,5.900000,13.500,,6890.0000000
MOA-2008-BLG-310L b,1.100000,5.180,,7700.0000000
MOA-2008-BLG-379L b,2.700000,13.000,,3300.0000000
MOA-2009-BLG-266L b,3.200000,3.210,,3040.0000000
MOA-2009-BLG-319L b,2.030000,9.640,,7050.0000000
MOA-2009-BLG-387L b,1.800000,13.200,,5690.0000000
MOA-2010-BLG-073L b,1.210000,12.400,,2800.0000000
MOA-2010-BLG-117L b,2.420000,14.200,,3500.0000000
MOA-2010-BLG-328L b,0.920000,2.990,,810.0000000
MOA-2010-BLG-353L b,1.720000,11.100,,6430.0000000
MOA-2010-BLG-477L b,2.000000,13.600,,2300.0000000
MOA-2011-BLG-028L b,4.140000,5.990,,7380.0000000
MOA-2011-BLG-262L b,0.950000,4.290,,7200.0000000
MOA-2011-BLG-291L b,0.690000,4.430,,4400.0000000
MOA-2011-BLG-293L b,1.100000,12.900,,7720.0000000
MOA-2011-BLG-322L b,4.300000,12.400,,7560.0000000
MOA-2012-BLG-006L b,10.200000,12.600,,5300.0000000
MOA-2012-BLG-505L b,0.900000,2.480,,7210.0000000
MOA-2013-BLG-220L b,3.030000,13.200,,6720.0000000
MOA-2013-BLG-605L b,0.930000,1.620,,850.0000000
MOA-2015-BLG-337L b,0.240000,6.420,,7100.0000000
MOA-2016-BLG-227L b,1.390000,13.200,,6500.0000000
MOA-2016-BLG-319L b,0.950000,14.100,,6800.0000000
MOA-2019-BLG-008L b,,12.200,,2700.0000000
MOA-2020-BLG-135L b,1.110000,3.370,,7900.0000000
MOA-2020-BLG-208L b,2.740000,7.710,,7490.0000000
MOA-2022-BLG-249L b,1.630000,2.040,,2000.0000000
MOA-2022-BLG-563L b,2.150000,14.000,,6530.0000000
MOA-bin-1L b,8.300000,13.000,,5100.0000000
MOA-bin-29 b,0.480000,14.100,,7120.0000000
MWC 758 c,100.000000,,2.01,159.5370000
MXB 1658-298 b,1.613000,12.000,,
NGC 2682 Sand 1429 b,0.384000,13.400,2.13,852.7930000
NGC 2682 Sand 364 b,0.530000,12.700,39.59,817.1920000
NGC 2682 Sand 978 b,,13.300,21.02,821.9180000
NGC 2682 YBP 1194 b,,12.300,0.99,872.9200000
NGC 2682 YBP 1514 b,,14.000,0.89,914.2210000
NGC 2682 YBP 401 b,,14.300,1.22,830.8220000
NGTS-1 b,0.032600,14.908,0.57,218.1210000
NGTS-10 b,0.014300,13.507,0.70,324.6986504
NGTS-11 b,0.201000,9.158,0.83,190.4220000
NGTS-12 b,0.075700,11.747,1.59,446.4420000
NGTS-13 b,0.054900,12.801,1.79,647.5950000
NGTS-14 A b,0.040300,4.977,0.84,322.1480000
NGTS-15 b,0.044100,12.330,0.95,786.4850000
NGTS-16 b,0.052300,14.572,1.21,898.1680000
NGTS-17 b,0.039100,13.899,1.34,1040.2800000
NGTS-18 b,0.044800,13.563,1.39,1096.1900000
NGTS-2 b,0.063000,17.878,1.70,356.3910000
NGTS-20 b,0.313000,11.994,1.78,382.8980000
NGTS-21 b,0.023600,14.908,0.86,592.8910000
NGTS-23 b,0.050400,14.202,1.24,1074.9500000
NGTS-24 b,0.047900,13.608,1.64,683.0620000
NGTS-25 b,0.038800,11.467,0.86,521.2330000
NGTS-26 b,0.049000,14.886,1.16,1093.6900000
NGTS-27 b,0.044600,15.648,1.77,942.1220000
NGTS-3 A b,0.023000,16.589,0.93,743.9720000
NGTS-30 b,0.408000,10.402,0.91,238.3770000
NGTS-4 b,0.019000,3.180,0.84,280.5550000
NGTS-5 b,0.038200,12.733,0.74,306.7790000
NGTS-6 b,0.016770,14.863,0.75,308.2620000
NGTS-8 b,0.035000,12.218,0.98,428.9760000
NGTS-9 b,0.058000,11.994,1.38,609.1280000
NN Ser c,5.350000,12.600,,515.8180000
NN Ser d,3.430000,13.300,,515.8180000
NSVS 14256825 b,3.120000,12.300,0.19,820.8770000
NY Vir b,3.300000,13.300,0.15,544.0240000
NY Vir c,,12.800,0.15,544.0240000
OGLE-2003-BLG-235L b,4.300000,13.200,,5800.0000000
OGLE-2005-BLG-071L b,3.600000,13.000,,3200.0000000
OGLE-2005-BLG-169L b,3.500000,3.840,,4100.0000000
OGLE-2005-BLG-390L b,2.600000,2.210,,6600.0000000
OGLE-2006-BLG-109L b,2.300000,14.000,,1510.0000000
OGLE-2006-BLG-109L c,4.500000,11.100,,1510.0000000
OGLE-2006-BLG-284L A b,2.170000,14.300,,4000.0000000
OGLE-2007-BLG-349L AB c,2.590000,10.700,,2760.0000000
OGLE-2007-BLG-368L b,2.800000,4.720,,5900.0000000
OGLE-2008-BLG-092L b,15.000000,8.740,,8100.0000000
OGLE-2008-BLG-355L b,1.700000,12.900,,6800.0000000
OGLE-2011-BLG-0173L b,8.000000,9.010,,6100.0000000
OGLE-2011-BLG-0251L b,2.720000,14.200,,2570.0000000
OGLE-2011-BLG-0265L b,1.890000,13.900,,4380.0000000
OGLE-2012-BLG-0026L b,4.000000,7.720,,4019.0000000
OGLE-2012-BLG-0026L c,4.800000,13.900,,4019.0000000
OGLE-2012-BLG-0358L b,0.870000,13.400,,1760.0000000
OGLE-2012-BLG-0406L b,3.450000,13.200,,4970.0000000
OGLE-2012-BLG-0563L b,0.740000,13.600,,1300.0000000
OGLE-2012-BLG-0724L b,1.600000,14.300,,6700.0000000
OGLE-2012-BLG-0838L b,4.430000,8.390,,6320.0000000
OGLE-2012-BLG-0950L b,2.600000,6.560,,2600.0000000
OGLE-2013-BLG-0102L b,0.800000,12.300,,3040.0000000
OGLE-2013-BLG-0132L b,3.600000,11.600,,3900.0000000
OGLE-2013-BLG-0341L B b,0.702000,1.160,,911.0000000
OGLE-2013-BLG-0911L b,0.390000,12.500,,3220.0000000
OGLE-2013-BLG-1721L b,2.600000,14.100,,6300.0000000
OGLE-2013-BLG-1761L b,1.800000,13.200,,6900.0000000
OGLE-2014-BLG-0124L b,3.480000,14.100,,3500.0000000
OGLE-2014-BLG-0221L b,3.760000,12.900,,3680.0000000
OGLE-2014-BLG-0319L b,3.490000,14.100,,7730.0000000
OGLE-2014-BLG-0676L b,4.530000,13.000,,2670.0000000
OGLE-2014-BLG-1722L b,1.500000,8.590,,6400.0000000
OGLE-2014-BLG-1722L c,1.700000,11.000,,6400.0000000
OGLE-2014-BLG-1760L b,1.750000,14.200,,6860.0000000
OGLE-2015-BLG-0051L b,0.730000,14.000,,8200.0000000
OGLE-2015-BLG-0954L b,1.600000,13.100,,1200.0000000
OGLE-2015-BLG-0966L b,2.700000,4.860,,3300.0000000
OGLE-2015-BLG-1649L b,2.070000,13.200,,4230.0000000
OGLE-2015-BLG-1670L b,2.620000,4.420,,6700.0000000
OGLE-2015-BLG-1771L b,0.850000,14.300,,7070.0000000
OGLE-2016-BLG-0263L b,5.400000,13.000,,6500.0000000
OGLE-2016-BLG-0613L AB b,6.400000,13.000,,3410.0000000
OGLE-2016-BLG-1067L b,1.700000,14.300,,3730.0000000
OGLE-2016-BLG-1093L b,2.130000,14.000,,8120.0000000
OGLE-2016-BLG-1190L b,2.170000,12.300,,6770.0000000
OGLE-2016-BLG-1195L b,1.160000,1.110,,3910.0000000
OGLE-2016-BLG-1227L b,3.400000,13.900,,
OGLE-2017-BLG-0173L b,3.913000,1.620,,4705.0000000
OGLE-2017-BLG-0373L b,2.424000,14.000,,5915.0000000
OGLE-2017-BLG-0406L b,3.500000,14.200,,5200.0000000
OGLE-2017-BLG-0448L b,5.750000,4.080,,7530.0000000
OGLE-2017-BLG-0482L b,1.800000,2.950,,5800.0000000
OGLE-2017-BLG-0604L b,4.060000,14.200,,3950.0000000
OGLE-2017-BLG-0640L b,1.140000,13.500,,6630.0000000
OGLE-2017-BLG-1049L b,3.920000,12.800,,5670.0000000
OGLE-2017-BLG-1099L b,2.730000,13.100,,7250.0000000
OGLE-2017-BLG-1140L b,1.020000,13.500,,
OGLE-2017-BLG-1237L b,2.530000,13.000,,6030.0000000
OGLE-2017-BLG-1275L b,2.090000,12.800,,7690.0000000
OGLE-2017-BLG-1375L b,3.040000,12.400,,3930.0000000
OGLE-2017-BLG-1434L b,1.180000,1.940,,860.0000000
OGLE-2017-BLG-1522L b,0.590000,14.000,,7490.0000000
OGLE-2017-BLG-1691L b,2.410000,3.920,,7290.0000000
OGLE-2017-BLG-1806L b,1.750000,2.150,,6400.0000000
OGLE-2018-BLG-0298L b,2.860000,7.560,,6540.0000000
OGLE-2018-BLG-0383L b,1.800000,2.410,,7700.0000000
OGLE-2018-BLG-0506L b,3.000000,4.180,,5600.0000000
OGLE-2018-BLG-0516L b,2.200000,4.730,,7000.0000000
OGLE-2018-BLG-0532L b,1.064000,2.370,,773.0000000
OGLE-2018-BLG-0567L b,2.720000,12.300,,7060.0000000
OGLE-2018-BLG-0596L b,0.970000,3.810,,5650.0000000
OGLE-2018-BLG-0677L b,0.630000,1.820,,7580.0000000
OGLE-2018-BLG-0740L b,5.000000,12.900,,3200.0000000
OGLE-2018-BLG-0799L b,1.280000,10.900,,4050.0000000
OGLE-2018-BLG-0932L b,1.750000,13.900,,6620.0000000
OGLE-2018-BLG-0962L b,3.590000,13.600,,6500.0000000
OGLE-2018-BLG-0977L b,2.000000,2.410,,6500.0000000
OGLE-2018-BLG-1011L b,1.800000,13.500,,7100.0000000
OGLE-2018-BLG-1011L c,0.800000,13.200,,7100.0000000
OGLE-2018-BLG-1119L b,4.060000,13.900,,5760.0000000
OGLE-2018-BLG-1126L b,3.230000,4.410,,5700.0000000
OGLE-2018-BLG-1185L b,1.540000,2.830,,7400.0000000
OGLE-2018-BLG-1212L b,1.680000,9.320,,1550.0000000
OGLE-2018-BLG-1269L b,4.510000,14.100,,2510.0000000
OGLE-2018-BLG-1367L b,1.210000,13.800,,5370.0000000
OGLE-2018-BLG-1428L b,3.300000,14.000,,6220.0000000
OGLE-2018-BLG-1647L b,1.360000,13.800,,7880.0000000
OGLE-2018-BLG-1700L b,2.800000,12.900,,7600.0000000
OGLE-2019-BLG-0249L b,1.840000,12.700,,6370.0000000
OGLE-2019-BLG-0299L b,2.800000,12.700,,5830.0000000
OGLE-2019-BLG-0304L b,1.230000,14.200,,6980.0000000
OGLE-2019-BLG-0362L b,2.180000,13.100,,5830.0000000
OGLE-2019-BLG-0468L b,3.290000,13.100,,4400.0000000
OGLE-2019-BLG-0468L c,2.770000,12.500,,4400.0000000
OGLE-2019-BLG-0679L b,6.990000,13.100,,5630.0000000
OGLE-2019-BLG-0954L b,2.650000,12.300,,3630.0000000
OGLE-2019-BLG-0960L b,1.900000,1.390,,980.0000000
OGLE-2019-BLG-1053L b,3.400000,1.380,,6800.0000000
OGLE-2019-BLG-1180L b,5.190000,13.500,,6070.0000000
OGLE-2019-BLG-1470L AB c,3.200000,13.300,,5900.0000000
OGLE-2019-BLG-1492L b,2.700000,6.790,,5600.0000000
OGLE-2023-BLG-0836L b,3.700000,12.900,,5120.0000000
OGLE-TR-10 b,0.043400,14.011,1.17,1344.9700000
OGLE-TR-111 b,0.047300,11.422,0.83,1068.3300000
OGLE-TR-113 b,0.022890,12.251,0.77,566.4590000
OGLE-TR-132 b,0.030350,13.450,1.32,2012.6200000
OGLE-TR-182 b,0.051000,12.666,1.14,2501.7500000
OGLE-TR-211 b,0.051000,15.244,1.64,1515.2600000
OGLE-TR-56 b,0.023830,15.278,1.74,282.8391387
OGLE2-TR-L9 b,0.030800,18.046,1.53,1627.6300000
Oph 11 b,243.000000,12.300,0.23,136.1655920
PDS 70 b,20.000000,30.488,1.26,113.0640000
PDS 70 c,34.000000,22.866,1.06,113.0640000
PH1 b,0.652000,6.180,1.73,1033.1600000
PH2 b,0.833000,9.337,0.95,343.8630000
POTS-1 b,0.037340,10.548,0.59,747.9590000
PSR B0329+54 b,10.260000,1.220,,504.9331206
PSR B1257+12 b,0.190000,0.338,,600.0000000
PSR B1257+12 c,0.360000,1.910,,600.0000000
PSR B1257+12 d,0.460000,1.800,,600.0000000
PSR B1620-26 b,23.000000,13.300,,
PSR J1719-1438 b,0.004400,,,1200.0000000
PSR J2322-2650 b,0.010200,13.900,,230.0000000
PZ Tel b,27.000000,11.900,1.26,47.0648000
Pr0201 b,0.060000,14.200,1.15,180.6400000
Pr0211 b,0.031760,13.400,0.83,182.7140000
Pr0211 c,5.500000,12.600,0.83,182.7140000
Proxima Cen b,0.048560,1.030,0.14,1.3011900
Qatar-1 b,0.023320,12.812,0.80,185.6150000
Qatar-10 b,0.028600,17.295,1.25,559.0680000
Qatar-2 b,0.021530,14.056,0.78,181.3740000
Qatar-3 b,0.037830,12.285,1.27,735.6010000
Qatar-4 b,0.028030,12.722,0.85,329.0360000
Qatar-5 b,0.041270,12.408,1.08,367.6580000
Qatar-6 b,0.042300,11.904,0.72,100.8480000
Qatar-7 b,0.035200,19.055,1.56,705.9810000
Qatar-8 b,0.047400,14.404,1.32,281.4980000
Qatar-9 b,0.023400,11.310,0.70,213.7710000
ROXs 12 b,210.000000,12.200,1.07,136.6500000
ROXs 42 B b,157.000000,12.500,1.34,143.5900000
RR Cae b,5.300000,13.000,0.19,21.1916000
Ross 128 b,0.049600,1.110,0.20,3.3745400
Ross 458 c,1100.000000,14.011,0.56,11.5094000
Ross 508 b,0.053660,1.830,0.21,11.2103000
SPECULOOS-3 b,0.007330,0.977,0.12,
SR 12 AB c,,12.300,1.10,112.3172158
SWEEPS-11 b,0.030000,12.666,1.45,8500.0000000
SWEEPS-4 b,0.055000,9.079,1.18,8500.0000000
TAP 26 b,0.096800,13.500,1.17,121.4020000
TCP J05074264+2447555 b,0.940000,4.720,1.42,505.0000000
TIC 139270665 b,0.163000,7.230,1.02,189.8750000
TIC 139270665 c,2.000000,12.900,1.02,189.8750000
TIC 172900988 b,0.902810,11.250,1.38,250.9560000
TIC 237913194 b,0.120700,12.520,1.09,306.0630000
TIC 241249530 b,0.641000,13.294,1.40,324.4480000
TIC 257060897 b,0.051000,16.701,1.82,505.7030000
TIC 279401253 b,0.369000,11.209,1.06,285.5840000
TIC 279401253 c,0.591000,12.600,1.06,285.5840000
TIC 365102760 b,0.062200,6.210,3.13,555.5460000
TIC 393818343 b,0.129100,12.184,1.09,93.7345000
TIC 46432937 b,0.020650,13.316,0.53,90.5369000
TIC 4672985 b,0.330000,11.500,1.15,253.3850000
TOI-1052 b,0.091030,2.870,1.26,129.8040000
TOI-1052 c,0.226300,6.480,1.26,129.8040000
TOI-1062 b,0.052000,2.265,0.84,82.1733000
TOI-1062 c,0.080000,3.100,0.84,82.1733000
TOI-1064 b,0.061520,2.587,0.73,68.0726000
TOI-1064 c,0.094290,2.651,0.73,68.0726000
TOI-1075 b,0.011590,1.791,0.58,61.4592000
TOI-1107 b,0.056100,14.572,1.81,281.3140000
TOI-1130 b,0.045300,3.660,0.70,58.2609000
TOI-1130 c,0.073100,13.000,0.70,58.2609000
TOI-1135 b,0.082337,9.341,1.15,114.0480000
TOI-1136 b,0.051060,1.900,0.97,84.5362000
TOI-1136 c,0.066900,2.879,0.97,84.5362000
TOI-1136 d,0.106200,4.627,0.97,84.5362000
TOI-1136 e,0.140000,2.639,0.97,84.5362000
TOI-1136 f,0.174000,3.736,0.97,84.5362000
TOI-1136 g,0.229000,2.530,0.97,84.5362000
TOI-1173 b,0.069600,9.190,0.93,132.3530000
TOI-1174 b,0.080000,2.506,0.78,94.6375000
TOI-1180 b,0.082000,3.036,0.74,72.0238000
TOI-1181 b,0.036400,17.026,1.96,302.8190000
